Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
名詞＋くらい／ぐらい,表示「程度之高，以至於～」，多用於誇張或狀態描述。<br><br>🧠 文法解析：<br><ul><li><div><b> 就職[しゅうしょく] 先[さき]が</b></div><ul><li><div><b> 就職[しゅうしょく] 先[さき]</b>：名詞，「就業單位、工作地點」。</div></li></ul></li><li><div><b> 決[き]まらないので、</b></div><ul><li><div><b> 決[き]まる</b>：動詞，「決定、定下來」。</div></li><li><div><b>ない</b>：否定。</div></li><li><div><b>ので</b>：表示原因。</div></li></ul></li><li><div><b> 心配[しんぱい]で</b></div><ul><li><div><b> 心配[しんぱい]</b>：名詞/な形容詞，「擔心」。</div></li><li><div><b>で</b>：て形，表示原因。</div></li></ul></li><li><div><b> ご飯[はん]も</b></div><ul><li><div><b> ご飯[はん]</b>：名詞，「飯」。</div></li><li><div><b>も</b>：強調「連...也」。</div></li></ul></li><li><div><b> 食[た]べられないくらいだ。</b></div><ul><li><div><b> 食[た]べる</b>：動詞，「吃」。</div></li><li><div><b>られる</b>：可能形。</div></li><li><div><b>ない</b>：否定。</div></li><li><div><b>くらい</b>：表示程度。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  決[き]まる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 決[き]まる</td><td>決定</td></tr><tr><td>否定</td><td> 決[き]まらない</td><td>不決定</td></tr><tr><td>過去</td><td> 決[き]まった</td><td>決定了</td></tr><tr><td>過去否定</td><td> 決[き]まらなかった</td><td>沒決定過</td></tr><tr><td>て形</td><td> 決[き]まって</td><td>決定（後）</td></tr><tr><td>意向形</td><td> 決[き]まろう</td><td>決定吧</td></tr></tbody></table>, 就職[しゅうしょく] 先[さき]が  決[き]まらないので、  心配[しんぱい]で  ご飯[はん]も  食[た]べられないくらいだ。,找不到工作煩惱到吃不下飯。<br><br>🧾 單字速記：<br><ul><li><b> 就職[しゅうしょく]</b>：就業</li><li><b> 決[き]まる</b>：定下來</li><li><b> 心配[しんぱい]</b>：擔心</li><li><b> 食[た]べる</b>：吃</li></ul>,「〜くらい」表示「～到這種程度」，語感為「嚴重到、強烈到」。也可用「ほど」替換。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>くらい</b>：較口語，也可用於表示大約。</li><li><b>ぐらい</b>：語意相同，語感更隨性。</li></ul></li><li><b>使用場景</b>：常用於向他人訴說自己的困擾、壓力或某種誇張的生理反應。</li></ul>,❌ 混用誤：× 食べられないほど（意義接近但語氣更強）❌ 用詞錯誤：「ぐらい」較口語，「くらい」較中性
名詞＋くらい,表示「至少～」「連～也～」，用於要求或建議，語氣帶責備。<br><br>🧠 文法解析：<br><ul><li><div><b> 自分[じぶん]の 部屋[へや]くらい</b></div><ul><li><div><b> 自分[じぶん]</b>：代名詞，「自己」。</div></li><li><div><b> 部屋[へや]</b>：名詞，「房間」。</div></li><li><div><b>くらい</b>：副助詞，在這裡表示「至少、連...這樣的小事」。</div></li></ul></li><li><div><b> 自分[じぶん]で</b></div><ul><li><div><b>で</b>：格助詞，表示限定範圍或主體。</div></li></ul></li><li><div><b> 掃除[そうじ]しなさい。</b></div><ul><li><div><b> 掃除[そうじ]する</b>：動詞，「打掃」。</div></li><li><div><b>〜なさい</b>：表示命令，語氣帶有教導或長輩對晚輩。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  掃除[そうじ]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 掃除[そうじ]する</td><td>打掃</td></tr><tr><td>否定</td><td> 掃除[そうじ]しない</td><td>不打掃</td></tr><tr><td>過去</td><td> 掃除[そうじ]した</td><td>打掃了</td></tr><tr><td>過去否定</td><td> 掃除[掃除]しなかった</td><td>沒打掃過</td></tr><tr><td>て形</td><td> 掃除[掃除]して</td><td>打掃（後）</td></tr><tr><td>意向形</td><td> 掃除[そうじ]しよう</td><td>打掃吧</td></tr></tbody></table>, 自分[じぶん]の  部屋[へや]くらい  自分[じぶん]で  掃除[そうじ]しなさい。,自己的房間自己掃。<br><br>🧾 單字速記：<br><ul><li><b> 自分[じぶん]</b>：自己</li><li><b> 部屋[へや]</b>：房間</li><li><b> 掃除[そうじ]する</b>：打掃</li><li><b>くらい</b>：至少、連...都</li></ul>,「〜くらい」此用法表「至少～要～」，語氣偏命令或責備。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜くらい</b>：強調程度之低（連這點事都...）。</li><li><b>〜ほど</b>：較不常用於這種命令語氣。</li></ul></li><li><b>使用場景</b>：常用於家庭教育、上司對部屬的提醒，表示「這件事很基本，你理應做到」。</li></ul>,❌ 搭配錯誤：× 房間也掃除しなさい（語氣變柔）❌ 用詞誤：「ぐらい」較口語，正式文應用「くらい」
名詞＋くらい,表示「～程度／像～那樣」，用於比較或希望的語氣。<br><br>🧠 文法解析：<br><ul><li><div><b> 私[わたし]も</b></div><ul><li><div><b> 私[わたし]</b>：代名詞，「我」。</div></li><li><div><b>も</b>：助詞，「也」。</div></li></ul></li><li><div><b> あなたくらい</b></div><ul><li><div><b> あなた</b>：代名詞，「你」。</div></li><li><div><b>くらい</b>：副助詞，表示程度，「像...那樣」。</div></li></ul></li><li><div><b> 日本語[にほんご]が</b></div><ul><li><div><b> 日本語[にほんご]</b>：名詞，「日文」。</div></li></ul></li><li><div><b> できると</b></div><ul><li><div><b> できる</b>：動詞，「會、能」。</div></li><li><div><b>と</b>：接續助詞，表示假定條件，「如果...的話」。</div></li></ul></li><li><div><b> いいのですが。</b></div><ul><li><div><b> いい</b>：い形容詞，「好的」。</div></li><li><div><b>のですが</b>：表示婉轉的願望或前提。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  できる」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> できる</td><td>會</td></tr><tr><td>否定</td><td> できない</td><td>不會</td></tr><tr><td>過去</td><td> できた</td><td>會了</td></tr><tr><td>過去否定</td><td> できなかった</td><td>沒會過</td></tr><tr><td>て形</td><td> できて</td><td>會（後）</td></tr><tr><td>意向形</td><td> できよう</td><td>會吧</td></tr></tbody></table>, 私[わたし]も  あなたくらい  日本語[にほんご]が  できると  いいのですが。,要是我也能像你一樣會日文就好了。<br><br>🧾 單字速記：<br><ul><li><b> あなた</b>：你</li><li><b>くらい</b>：像...那樣（程度）</li><li><b> 日本語[にほんご]</b>：日文</li><li><b> できる</b>：會、能</li></ul>,「〜くらい」＝「～那樣的程度」，語感帶羨慕、希望。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜くらい</b>：側重於程度的對等。</li><li><b>〜ほど</b>：語氣更強，常用於正式比較。</li></ul></li><li><b>使用場景</b>：常用於表達對他人能力的羨慕，或對理想狀態的嚮往。</li></ul>,❌ 助詞錯：× あなたほど（語氣更強，非柔和比較）❌ 結構錯誤：「くらい」後不可直接加動詞句
名詞＋くらい＋の＋名詞,表示「～程度的～」，用於限定範圍或強調程度。<br><br>🧠 文法解析：<br><ul><li><div><b> 新聞[しんぶん]に</b></div><ul><li><div><b> 新聞[しんぶん]</b>：名詞，「報紙」。</div></li><li><div><b>に</b>：格助詞，標示出現的地點。</div></li></ul></li><li><div><b> 出[で]ている</b></div><ul><li><div><b> 出[で]る</b>：動詞，「出現」。</div></li><li><div><b>〜ている</b>：表示狀態或動作持續。</div></li></ul></li><li><div><b>くらいの</b></div><ul><li><div><b>くらい</b>：副助詞，「...的程度」。</div></li><li><div><b>の</b>：助詞，連接後方的名詞。</div></li></ul></li><li><div><b> 漢字[かんじ]なら、</b></div><ul><li><div><b> 漢字[かんじ]</b>：名詞，「漢字」。</div></li><li><div><b>なら</b>：接續助詞，表示前提條件。</div></li></ul></li><li><div><b> みんな</b></div><ul><li><div><b> みんな</b>：名詞，「大家」。</div></li></ul></li><li><div><b> 知[し]っています。</b></div><ul><li><div><b> 知[し]る</b>：動詞，「知道」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  知[し]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 知[し]る</td><td>知道</td></tr><tr><td>否定</td><td> 知[し]らない</td><td>不知道</td></tr><tr><td>過去</td><td> 知[し]った</td><td>知道了</td></tr><tr><td>過去否定</td><td> 知[し]らなかった</td><td>沒知道過</td></tr><tr><td>て形</td><td> 知[し]って</td><td>知道（後）</td></tr><tr><td>意向形</td><td> 知[し]ろう</td><td>知道吧</td></tr></tbody></table>, 新聞[しんぶん]に  出[で]ているくらいの  漢字[かんじ]なら、  みんな  知[し]っています。,如果是出現在報紙上的漢字的話，大家都知道。<br><br>🧾 單字速記：<br><ul><li><b> 新聞[しんぶん]</b>：報紙</li><li><b> 出[で]る</b>：出現</li><li><b> 漢字[かんじ]</b>：漢字</li><li><b> 知[し]る</b>：知道</li></ul>,「〜くらいの＋名詞」表示「～這個程度的～」，常見於名詞修飾句。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜くらいの</b>：限定一個模糊的範圍或程度。</li><li><b>〜ほどの</b>：語氣較重，常用於誇張或正式描述。</li></ul></li><li><b>使用場景</b>：常用於說明事物的難易度、規模或定義一個基準範圍。</li></ul>,❌ 結構錯誤：× 出ている漢字くらい（語序錯誤）❌ 用詞錯置：「ほどの」語氣更正式，書面用
名詞＋くらい,表示「至少～要～」，常用於提醒、指導語氣。<br><br>🧠 文法解析：<br><ul><li><div><b> 寝坊[ねぼう]を した</b></div><ul><li><div><b> 寝坊[ねぼう]する</b>：動詞，「睡過頭」。</div></li><li><div><b>た形</b>：表示動作完成。</div></li></ul></li><li><div><b>ときでも、</b></div><ul><li><div><b>とき</b>：時。</div></li><li><div><b>でも</b>：助詞，表示「即使」。</div></li></li><li><div><b> 顔[かお]ぐらいは</b></div><ul><li><div><b> 顔[かお]</b>：名詞，「臉」。</div></li><li><div><b>ぐらい</b>：副助詞，表示「至少」。</div></li><li><div><b>は</b>：提示助詞。</div></li></ul></li><li><div><b> 洗[あら]ってきなさい。</b></div><ul><li><div><b> 洗[あら]う</b>：動詞，「洗」。</div></li><li><div><b>〜てくる</b>：表示動作後回到原處或朝向說話者。</div></li><li><div><b>〜なさい</b>：表示命令。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  洗[あら]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 洗[あら]う</td><td>洗</td></tr><tr><td>否定</td><td> 洗[あら]わない</td><td>不洗</td></tr><tr><td>過去</td><td> 洗[あら]いた</td><td>洗了</td></tr><tr><td>過去否定</td><td> 洗[あら]わなかった</td><td>沒洗過</td></tr><tr><td>て形</td><td> 洗[あら]って</td><td>洗（後）</td></tr><tr><td>意向形</td><td> 洗[あら]おう</td><td>洗吧</td></tr></tbody></table>, 寝坊[ねぼう]を  したときでも、  顔[かお]ぐらいは  洗[あら]ってきなさい。,就算睡過頭，也至少把臉洗一洗再來！<br><br>🧾 單字速記：<br><ul><li><b> 寝坊[ねぼう]</b>：睡過頭</li><li><b> 顔[かお]</b>：臉</li><li><b> 洗[あら]う</b>：洗</li><li><b>ぐらい</b>：至少</li></ul>,「〜くらいは」＝「至少～」，語感帶責備但有親切意味。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>ぐらいは</b>：側重於最低限度的要求。</li><li><b>せめて</b>：副詞，「至少」，語氣較多祈求或主觀願望。</li></ul></li><li><b>使用場景</b>：常用於長輩對晚輩的訓誡，強調在極端狀況下仍應保持的基本禮儀或習慣。</li></ul>,❌ 結構錯誤：× 顔を洗いなさい（缺少強調「至少」的語氣）❌ 用詞錯誤：「ぐらい」更口語，正式文應用「くらい」
名詞＋も＋動詞ば形＋名詞＋も＋形容詞,表示「不但～也～」「又～又～」，語氣正式，常見於書面或演講中。<br><br>🧠 文法解析：<br><ul><li><div><b>この アルバイトは</b></div><ul><li><div><b> アルバイト</b>：名詞，「打工」。</div></li></ul></li><li><div><b> 給料[きゅうりょう]も</b></div><ul><li><div><b> 給料[きゅうりょう]</b>：名詞，「薪水」。</div></li><li><div><b>も</b>：助詞，「也」。</div></li></ul></li><li><div><b> よければ</b></div><ul><li><div><b>いい</b>：い形容詞，「好」。</div></li><li><div><b>ば形</b>：假定形。</div></li></ul></li><li><div><b> 仕事[しごと]も</b></div><ul><li><div><b> 仕事[しごと]</b>：名詞，「工作」。</div></li><li><div><b>も</b>：助詞，「也」。</div></li></ul></li><li><div><b> おもしろそうです。</b></div><ul><li><div><b> おもしろい</b>：い形容詞，「有趣的」。</div></li><li><div><b>〜そうだ</b>：樣態助助詞，表示「看起來...」。</div></li></ul></li></ul>,この  アルバイトは  給料[きゅうりょう]も  よければ  仕事[しごと]も  おもしろそうです。,這份打工薪水又好、工作內容也有趣。<br><br>🧾 單字速記：<br><ul><li><b> 給料[きゅうりょう]</b>：薪水</li><li><b>いい</b>：好</li><li><b> 工作[しごと]</b>：工作</li><li><b> おもしろい</b>：有趣的</li></ul>,「〜も〜ば〜も」可對稱列舉兩項優點或特徵。前後結構平衡，語氣自然正式。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜も〜ば〜も</b>：結構對等，語氣莊重，常用於評價事物。</li><li><b>〜し〜し</b>：口語化，用於列舉理由或特徵。</li></ul></li><li><b>使用場景</b>：常用於向他人推薦事物、撰寫評論或正式的個人特徵描述。</li></ul>,❌ 結構錯誤：× 給料がよくて仕事もおもしろい（改為「て」語氣較口語）❌ 助詞誤用：「が」不可取代「も」
名詞＋も＋動詞普通形＋し＋名詞＋も＋動詞普通形＋し,表示「又～又～」，常用於口語表達，語氣輕鬆自然。<br><br>🧠 文法解析：<br><ul><li><div><b> 彼女[かのじょ]は</b></div><ul><li><div><b> 彼女[かのじょ]</b>：代名詞，「她」。</div></li></ul></li><li><div><b> 踊[おど]りも</b></div><ul><li><div><b> 踊[おど]り</b>：名詞，「跳舞」。</div></li></ul></li><li><div><b> 上手[じょうず]だし</b></div><ul><li><div><b> 上手[じょうず]</b>：な形容詞，「擅長」。</div></li><li><div><b>だ</b>：斷定助動詞。</div></li><li><div><b>し</b>：接續助詞，用於列舉。</div></li></ul></li><li><div><b> 歌[うた]も</b></div><ul><li><div><b> 歌[うた]</b>：名詞，「唱歌」。</div></li></ul></li><li><div><b> 上手[じょうず]だ。</b></div><ul><li><div><b> 上手[じょうず]だ</b>：擅長。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  踊[おど]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 踊[おど]る</td><td>跳舞</td></tr><tr><td>否定</td><td> 踊[おど]らない</td><td>不跳舞</td></tr><tr><td>過去</td><td> 踊[おど]った</td><td>跳舞了</td></tr><tr><td>過去否定</td><td> 踊[おど]らなかった</td><td>沒跳過</td></tr><tr><td>て形</td><td> 踊[おど]って</td><td>跳舞（後）</td></tr><tr><td>意向形</td><td> 踊[おど]ろう</td><td>跳舞吧</td></tr></tbody></table>, 彼女[かのじょ]は  踊[おど]りも  上手[じょうず]だし  歌[うた]も  上手[じょうず]だ。,她又會跳舞，又會唱歌。<br><br>🧾 單字速記：<br><ul><li><b> 踊[おど]り</b>：跳舞</li><li><b> 歌[うた]</b>：歌</li><li><b> 上手[じょうず]</b>：擅長</li></ul>,「〜し〜し」可用於多項列舉（理由、特徵、性質）。語感：輕鬆、不拘謹。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜し〜し</b>：口語，表示「不只這個，還有那個」的累積感。</li><li><b>〜も〜ば〜も</b>：正式，強調平衡並列。</li></ul></li><li><b>使用場景</b>：常用於日常對話中稱讚他人、抱怨某事或列舉選擇某物的理由。</li></ul>,❌ 結構混亂：× 踊りも上手で歌も上手だ（可行但語氣平淡）❌ 用錯語氣：「ば」語氣太正式，口語應用「し」
名詞＋も＋動詞ば形＋名詞＋も＋動詞,表示「不但～也～」，語氣略正式，用於人物多才或情況雙重。<br><br>🧠 文法解析：<br><ul><li><div><b> 田中[たなか]先生[せんせい]は</b></div><ul><li><div><b> 先生[せんせい]</b>：名詞，「老師」。</div></li></ul></li><li><div><b> 小説[しょうせつ]も</b></div><ul><li><div><b> 小説[しょうせつ]</b>：名詞，「小說」。</div></li></ul></li><li><div><b> 書[か]ければ</b></div><ul><li><div><b> 書[か]く</b>：動詞，「寫」。</div></li><li><div><b>ば形</b>：假定形。</div></li></ul></li><li><div><b> 講義[こうぎ]も</b></div><ul><li><div><b> 講義[こうぎ]</b>：名詞，「講課、授課」。</div></li></ul></li><li><div><b> する。</b></div><ul><li><div><b>する</b>：動詞，「做、進行」。</div></li></ul></ul><br><br>📘 動詞補充（以「  書[か]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 書[か]く</td><td>寫</td></tr><tr><td>否定</td><td> 書[か]かない</td><td>不寫</td></tr><tr><td>過去</td><td> 書[か]いた</td><td>寫了</td></tr><tr><td>過去否定</td><td> 書[か]かなかった</td><td>沒寫過</td></tr><tr><td>て形</td><td> 書[か]いて</td><td>寫（後）</td></tr><tr><td>意向形</td><td> 書[か]こう</td><td>寫吧</td></tr></tbody></table>, 田中[たなか]先生[せんせい]は  小説[しょうせつ]も  書[か]ければ  講義[こうぎ]も  する。,田中老師不但會寫小說，也會授課。<br><br>🧾 單字速記：<br><ul><li><b> 小説[しょうせつ]</b>：小說</li><li><b> 書[か]欲</b>：寫</li><li><b> 講義[こうぎ]</b>：講課</li></ul>,「〜も〜ば〜も〜」常見於強調人物多面性。語感帶敬意或強調。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜も〜ば〜も</b>：結構對稱，語感較莊重。</li><li><b>〜だけでなく〜も</b>：側重於「不只...還有...」的遞進感。</li></ul></li><li><b>使用場景</b>：常用於介紹某人的才能、介紹產品的多樣功能或描述某種雙重情況。</li></ul>,❌ 助詞錯誤：× 小説をかけば（「も」不可省）❌ 結構錯誤：× 小説を書いて講義もする（語氣轉為平敘）
名詞＋も＋動詞ば形＋名詞＋も＋否定形,表示「～也不～、～也不～」，多用於負面或抱怨語氣。<br><br>🧠 文法解析：<br><ul><li><div><b>この うちは</b></div><ul><li><div><b> うち</b>：名詞，「家、房子」。</div></li></ul></li><li><div><b> 風[かぜ]も</b></div><ul><li><div><b> 風[かぜ]</b>：名詞，「風」。</div></li></ul></li><li><div><b> 通[とお]らなければ</b></div><ul><li><div><b> 通[とお]る</b>：動詞，「通過、通風」。</div></li><li><div><b>ば形否定</b>：如果不...。</div></li></ul></li><li><div><b> 日当[ひあた]りも</b></div><ul><li><div><b> 日当[ひあた]り</b>：名詞，「採光、日照」。</div></li></li><li><div><b> よくない。</b></div><ul><li><div><b>いい</b>：形容詞，「好」。</div></li><li><div><b>ない</b>：否定。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  通[とお]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 通[とお]る</td><td>通過、通風</td></tr><tr><td>否定</td><td> 通[とお]らない</td><td>不通過</td></tr><tr><td>過去</td><td> 通[とお]った</td><td>通過了</td></tr><tr><td>過去否定</td><td> 通[とお]らなかった</td><td>沒通過過</td></tr><tr><td>て形</td><td> 通[とお]って</td><td>通過（後）</td></tr><tr><td>意向形</td><td> 通[とお]ろう</td><td>通過吧</td></tr></tbody></table>,この  うちは  風[かぜ]も  通[とお]らなければ  日当[ひあた]りも  よくない。<br><br>🧾 單字速記：<br><ul><li><b> 風[かぜ]</b>：風</li><li><b> 通[とお]る</b>：通過、通風</li><li><b> 日当[ひあた]り</b>：採光</li><li><b>よくない</b>：不好</li></ul>,「〜も〜なければ〜も〜ない」＝「也不～也不～」，語感強烈，常見於抱怨或負面描述。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜も〜なければ〜も〜ない</b>：強調兩者皆無。</li><li><b>〜も〜し〜もない</b>：口語中常用的抱怨方式。</li></ul></li><li><b>使用場景</b>：常用於表達對生活環境、品質或某人表現的多重不滿。</li></ul>,❌ 結構錯誤：× 通らないし日当たりも悪い（語氣較口語）❌ 時態混用：「ば」句應保持同形結構
名詞＋も＋動詞ば形＋名詞＋も＋動詞可能形,表示「能～也能～」，強調能力或條件的對等。<br><br>🧠 文法解析：<br><ul><li><div><b>あの 人[ひと]は</b></div><ul><li><div><b> 人[ひと]</b>：名詞，「人」。</div></li></ul></li><li><div><b> 英語[えいご]も</b></div><ul><li><div><b> 英語[えいご]</b>：名詞，「英文」。</div></li></ul></li><li><div><b> 話[はな]せれば</b></div><ul><li><div><b> 話[はな]す</b>：動詞，「說」。</div></li><li><div><b>可能形</b>：話せる。</div></li><li><div><b>ば形</b>：話せれば。</div></li></ul></li><li><div><b> ドイツ 語[ご]も</b></div><ul><li><div><b> ドイツ 語[ご]</b>：名詞，「德文」。</div></li></ul></li><li><div><b> 話[はな]せます。</b></div><ul><li><div><b> 話[はな]せます</b>：可能形禮貌體。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  話[はな]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 話[はな]す</td><td>說</td></tr><tr><td>否定</td><td> 話[はな]さない</td><td>不說</td></tr><tr><td>過去</td><td> 話[はな]した</td><td>說了</td></tr><tr><td>過去否定</td><td> 話[はな]さなかった</td><td>沒說過</td></tr><tr><td>て形</td><td> 話[はな]して</td><td>說（後）</td></tr><tr><td><b>可能形</b></td><td><b> 話[はな]せる</b></td><td><b>能說</b></td></tr></tbody></table>,あの  人[ひと]は  英語[えいご]も  話[はな]せれば  ドイツ 語[ご]も  話[はな]せます。,那個人會說英文，也會說德文。<br><br>🧾 單字速記：<br><ul><li><b> 英語[えいご]</b>：英文</li><li><b> ドイツ 語[ご]</b>：德文</li><li><b> 話[はな]せる</b>：能說</li></ul>,「〜も〜ば〜も〜」語氣正式，「〜も〜し〜も〜」較口語。此句強調能力對稱。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜も〜ば〜も</b>：強調能力的兼備。</li><li><b>多言語話者</b>：日文常用「〜か國語が話せる」來描述。</li></ul></li><li><b>使用場景</b>：常用於稱讚他人博學、多才多藝或描述具備多種專業技能。</li></ul>,❌ 文法誤：× 話せば話せます（前後動詞應為假定形與終止形搭配）❌ 助詞錯置：「が」誤用會失去對比語氣
名詞＋も＋形容詞く＋名詞＋も＋形容詞く＋形容詞,表示「又～又～」，形容詞連用形並列，用於客觀描述。<br><br>🧠 文法解析：<br><ul><li><div><b> 台灣[たいわん]の 夏[なつ]は</b></div><ul><li><div><b> 夏[那]</b>：名詞，「夏天」。</div></li></ul></li><li><div><b> 気溫[きおん]も</b></div><ul><li><div><b> 気溫[きおん]</b>：名詞，「氣溫」。</div></li></ul></li><li><div><b> 高[たか]く、</b></div><ul><li><div><b> 高[たか]い</b>：い形容詞，「高的」。</div></li><li><div><b>連用形</b>：高く。</div></li></ul></li><li><div><b> 湿度[しつど]も</b></div><ul><li><div><b> 湿度[しつど]</b>：名詞，「濕度」。</div></li></ul></li><li><div><b> 高[たか]く、</b></div><ul><li><div><b> 高[たか]い</b>：高的。</div></li></ul></li><li><div><b> 本当[ほんとう]に</b></div><ul><li><div><b> 本当[ほんとう]</b>：副詞，「真的」。</div></li></ul></li><li><div><b> 過[す]ごしにくい。</b></div><ul><li><div><b> 過[す]ごす</b>：動詞，「度過」。</div></li><li><div><b>〜にくい</b>：難以...。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  過[す]ごす」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 過[す]ごす</td><td>度過</td></tr><tr><td>否定</td><td> 過[す]ごさない</td><td>不度過</td></tr><tr><td>過去</td><td> 過[す]ごした</td><td>度過了</td></tr><tr><td>過去否定</td><td> 過[す]過さない</td><td>沒度過過</td></tr><tr><td>て形</td><td> 過[す]ごして</td><td>度過（後）</td></tr><tr><td>意向形</td><td> 過[す]ごそう</td><td>度過吧</td></tr></tbody></table>, 台灣[たいわん]の  夏[なつ]は  気溫[きおん]も  高[たか]く、  湿度[しつど]も  高[たか]く、  本当[ほんとう]に  過[す]ごしにくい。,台灣的夏天氣溫又高、濕度也高，真的很難過。<br><br>🧾 單字速記：<br><ul><li><b> 気溫[きおん]</b>：氣溫</li><li><b> 湿度[しつど]</b>：濕度</li><li><b> 過[す]ごす</b>：度過、生活</li><li><b>〜にくい</b>：難以...</li></ul>,「〜も〜く〜も〜く〜」多用於形容詞並列，語氣自然柔和。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜く、〜く</b>：形容詞的連用形中斷，語感較文雅、客觀。</li><li><b>〜し、〜し</b>：帶有主觀列舉原因的語氣。</li></ul></li><li><b>使用場景</b>：常用於描述氣候、環境特徵或對事物性質的客觀分析。</li></ul>,❌ 結構錯誤：× 気温も高いし湿度も高い（語氣較口語）❌ 助詞誤：「が」不可取代「も」
形容詞い語幹＋さ,表示「程度、性質」，相當於中文的「～度」。<br><br>🧠 文法解析：<br><ul><li><div><b> 富士山[ふじさん]の</b></div><ul><li><div><b> 富士山[ふじさん]</b>：名詞。</div></li></ul></li><li><div><b> 高[たか]さは</b></div><ul><li><div><b> 高[たか]い</b>：い形容詞，「高的」。</div></li><li><div><b>〜さ</b>：名詞化接尾詞，表示程度。</div></li></ul></li><li><div><b> 何[なん]メートルですか。</b></div><ul><li><div><b> 何[なん]</b>：幾。</div></li><li><div><b>メートル</b>：公尺。</div></li></ul></li></ul>, 富士山[ふじさん]の  高[たか]さは  何[なん]メートルですか。,富士山的高度有幾公尺呢？<br><br>🧾 單字速記：<br><ul><li><b> 高[たか]さ</b>：高度</li><li><b>メートル</b>：公尺</li></ul>,「高[たか]い → 高[たか]さ」，表示「高的程度／高度」。此用法為名詞化，用於客觀說明。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜さ</b>：表示可量化的程度、性質（高度、重量、長度）。</li><li><b>〜み</b>：表示主觀的感受、深度（悲傷、甜味）。</li></ul></li><li><b>使用場景</b>：常用於詢問規格、測量結果或描述事物的物理屬性。</li></ul>,❌ 錯誤變化：× 高さい（語法錯）❌ 用詞誤：「高いこと」表示「高這件事」，語感不同
