Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
動詞可能形＋なくなる,表示因狀態改變導致「不能〜」。<br><br>🧠 文法解析：<br><ul><li><div><b> 太[ふと]った から、</b></div><ul><li><div><b> 太[ふと]る</b>：動詞，「變胖」。</div></li><li><div><b>た形</b>：胖了。</div></li><li><div><b>から</b>：因為。</div></li></ul></li><li><div><b> スーツが</b></div><ul><li><div><b> スーツ</b>：西裝。</div></li></ul></li><li><div><b> 着[き]られなく なった。</b></div><ul><li><div><b> 着[き]る</b>：穿。</div></li><li><div><b> 着[き]られる</b>：能穿（可能形）。</div></li><li><div><b> 着[き]られなく なる</b>：變得不能穿。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  着[き]る」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 着[き]る</td><td>穿</td></tr><tr><td>否定</td><td> 着[き]ない</td><td>不穿</td></tr><tr><td>過去</td><td> 着[き]た</td><td>穿了</td></tr><tr><td>過去否定</td><td> 着[き]なかった</td><td>沒穿過</td></tr><tr><td>て形</td><td> 着[き]て</td><td>穿（後）</td></tr><tr><td><b>可能形</b></td><td><b> 着[き]られる</b></td><td><b>能穿</b></td></tr></tbody></table>,太[ふと]ったから、スーツが着[き]られなくなった。,因為胖了，所以西裝穿不下了。<br><br>🧾 單字速記：<br><ul><li><b> 太[ふと]る</b>：變胖</li><li><b> 着[き]られなく なる</b>：變得不能穿</li></ul>,表示身體或外在條件改變→ 導致不能。<br><br>📝 語感補充：<br><ul><li><b>能力或資格的喪失</b>：這不僅僅是當下沒做，而是因為某種「不可逆的或既定的變化」（如變胖、損壞、過期），導致原本具備的功能或機會徹底消失了。語氣中常帶有遺憾。</li><li><b>使用場景</b>：生活習慣的變更說明、遺憾的經驗分享。</li></ul>,⚠「〜られない」可表示可能形或受身形，但此處是可能形，需要依語境判斷。
動詞ない形＋なくなる,表示「變得不再〜」「習慣或行為消失」。<br><br>🧠 文法解析：<br><ul><li><div><b> この 川[かわ]には</b></div><ul><li><div><b> 川[かわ]</b>：河流。</div></li></ul></li><li><div><b> 魚[さかな]が</b></div><ul><li><div><b> 魚[さかな]</b>：魚。</div></li></ul></li><li><div><b> いなく なりました。</b></div><ul><li><div><b> いる</b>：有、在。</div></li><li><div><b> いない</b>：沒有。</div></li><li><div><b> いなく なる</b>：變得沒有了、消失了。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  いる」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> いる</td><td>在、有</td></tr><tr><td>否定</td><td> いない</td><td>不在、沒有</td></tr><tr><td>過去</td><td> いた</td><td>在了</td></tr><tr><td>過去否定</td><td> いなかった</td><td>沒在過</td></tr><tr><td>て形</td><td> いて</td><td>在（後）</td></tr><tr><td><b>變化形</b></td><td><b> いなくなる</b></td><td><b>變得不在/消失</b></td></tr></tbody></table>,この川[かわ]には魚[さかな]がいなくなりました。,這條河變得沒有魚了。<br><br>🧾 單字速記：<br><ul><li><b> 魚[さかな]</b>：魚</li><li><b> いなく なる</b>：消失了</li></ul>,用於「存在消失」「習慣不再發生」。<br><br>📝 語感補充：<br><ul><li><b>存在的終結</b>：描述一種原本存在的事物（如生物、習慣、現象），因為環境變遷或時間流逝而徹底消失的狀態。語感較為客觀但具備敘事性。</li><li><b>使用場景</b>：環境報告、描述社會變遷、回憶消失的習俗。</li></ul>,⚠「〜がいない」→「不存在」；不要誤解為「沒有來」。
動詞ない形＋なくなる,表示「逐漸停止做某件事情」。<br><br>🧠 文法解析：<br><ul><li><div><b> 最近[さいきん]</b></div><ul><li><div><b> 最近[さいきん]</b>：最近。</div></li></ul></li><li><div><b> スポーツを</b></div><ul><li><div><b> スポーツ</b>：運動。</div></li></ul></li><li><div><b> しなく なって しまった。</b></div><ul><li><div><b> する</b>：做。</div></li><li><div><b> しない</b>：不做。</div></li><li><div><b> しなく なる</b>：變得不做。</div></li><li><div><b>〜て しまう</b>：遺憾。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> する</td><td>做</td></tr><tr><td>否定</td><td> しない</td><td>不做</td></tr><tr><td>過去</td><td> した</td><td>做了</td></tr><tr><td>過去否定</td><td> しなかった</td><td>沒做過</td></tr><tr><td>て形</td><td> して</td><td>做（後）</td></tr><tr><td><b>變化形</b></td><td><b> しなくなる</b></td><td><b>變得不做</b></td></tr></tbody></table>,最近[さいきん]スポーツをしなくなってしまった。,最近變得不運動了。<br><br>🧾 單字速記：<br><ul><li><b> 最近[さいきん]</b>：最近</li><li><b> スポーツ</b>：運動</li><li><b> しなく なる</b>：變得不再做</li></ul>,常搭配「〜てしまった」表示遺憾或不知不覺。<br><br>📝 語感補充：<br><ul><li><b>生活方式的自然偏移</b>：強調並非刻意決定不運動，而是因為工作忙碌或懶散，導致這項習慣「逐漸從生活中消失」了。結合「てしまった」展現出一種懊悔感。</li><li><b>使用場景</b>：生活習慣的反省、健康狀況的討論。</li></ul>,⚠ 是「自然變成不做」，不是「刻意不做（しないようにした）」。
動詞ない形＋なくなる,表示社會、文化上的趨勢「不再〜」。<br><br>🧠 文法解析：<br><ul><li><div><b> 若[わか]い 人[ひと]が</b></div><ul><li><div><b> 若[わか]い</b>：年輕的。</div></li><li><div><b> 人</b>：人。</div></li></ul></li><li><div><b> 車[くるま]を</b></div><ul><li><div><b> 車</b>：車。</div></li></ul></li><li><div><b> 買[か]わなく なった そうです。</b></div><ul><li><div><b> 買[か]う</b>：買。</div></li><li><div><b> 買[か]わない</b>：不買。</div></li><li><div><b> 買[か]わなく なる</b>：變得不買。</div></li><li><div><b> そうだ</b>：聽說（傳聞）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  買[か]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 買[か]う</td><td>買</td></tr><tr><td>否定</td><td> 買[か]わない</td><td>不買</td></tr><tr><td>過去</td><td> 買[か]った</td><td>買了</td></tr><tr><td>過去否定</td><td> 買[か]わなかった</td><td>沒買過</td></tr><tr><td>て形</td><td> 買[か]って</td><td>買（後）</td></tr><tr><td><b>變化傳聞形</b></td><td><b> 買わなくなったそうです</b></td><td><b>聽說變得不買了</b></td></tr></tbody></table>,若[わか]い人[ひと]が車[くるま]を買[か]わなくなったそうです。,聽說年輕人變得不買車了。<br><br>🧾 單字速記：<br><ul><li><b> 若[わか]い人</b>：年輕人</li><li><b> 買[か]わなく なる</b>：變得不買</li></ul>,用於群體行為變化、趨勢。<br><br>📝 語感補充：<br><ul><li><b>宏觀趨勢的觀察</b>：當對象是一個龐大的群體（如年輕人）時，「〜なくなる」表示這是一項具備統計意義的社會現象變遷。</li><li><b>使用場景</b>：消費行為分析、社會新聞報導、代際差異討論。</li></ul>,⚠ 不適合用於單一事件（例：今天不買車×）。需表示漸變或趨勢。
動詞可能形＋なくなる（〜まで〜）,表示「直到不能〜為止」。<br><br>🧠 文法解析：<br><ul><li><div><b> 「走[はし]れなく なるまで 走[はし]る」と</b></div><ul><li><div><b> 走[はし]る</b>：動詞，「跑」。</div></li><li><div><b> 走[はし]れる</b>：能跑（可能形）。</div></li><li><div><b> 走[はし]れなく なる</b>：變得不能跑。</div></li><li><div><b> まで</b>：到...為止。</div></li><li><div><b>と</b>：引用。</div></li></ul></li><li><div><b> その ランナーは 言[い]った。</b></div><ul><li><div><b> ランナー</b>：跑者。</div></li><li><div><b> 言[い]った</b>：說了。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  走[はし]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 走[はし]る</td><td>跑</td></tr><tr><td>否定</td><td> 走[はし]らない</td><td>不跑</td></tr><tr><td>過去</td><td> 走[はし]った</td><td>跑了</td></tr><tr><td>過去否定</td><td> 走[はし]らなかった</td><td>沒跑過</td></tr><tr><td>て形</td><td> 走[はし]って</td><td>跑（後）</td></tr><tr><td><b>可能變化形</b></td><td><b> 走[はし]れなくなる</b></td><td><b>變得不能跑</b></td></tr></tbody></table>,「走[はし]れなくなるまで走[はし]る」とそのランナーは言[い]った。,那跑者說「我要跑到跑不動為止」。<br><br>🧾 單字速記：<br><ul><li><b> ランナー</b>：跑者</li><li><b> 走[はし]れなく なるまで</b>：直到不能跑為止</li></ul>,常見於運動、意志表現。表示極限為止的持續。<br><br>📝 語感補充：<br><ul><li><b>極限的挑戰意志</b>：透過「可能形否定＋なくなるまで」，展現出一種將體能或意志逼迫至極限、直到功能徹底喪失才停止的壯烈感。</li><li><b>使用場景</b>：運動競技、熱血宣言、描述極度辛勞的過程。</li></ul>,⚠ 必須用可能形「走れなくなるまで」，不可以用「走かなくなるまで」錯誤形。
動詞辞書形＋ことにしている,表示「自己決定並持續執行的習慣」。<br><br>🧠 文法解析：<br><ul><li><div><b> 毎朝[まいあさ]、</b></div><ul><li><div><b> 毎朝</b>：每天早上。</div></li></ul></li><li><div><b> 散歩[さんぽ] することに しています。</b></div><ul><li><div><b> 散歩[さんぽ] する</b>：動詞，「散步」。</div></li><li><div><b> することに する</b>：決定做。</div></li><li><div><b> することに している</b>：正保持著「決定做」的狀態（＝習慣）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  散歩[さんぽ] する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 散歩[さんぽ] する</td><td>散步</td></tr><tr><td>否定</td><td> 散歩[さんぽ] しない</td><td>不散步</td></tr><tr><td>過去</td><td> 散歩[さんぽ] した</td><td>散步了</td></tr><tr><td>過去否定</td><td> 散歩[さんぽ] しなかった</td><td>沒散步過</td></tr><tr><td>て形</td><td> 散歩[さんぽ] して</td><td>散步（後）</td></tr><tr><td><b>意向形</b></td><td><b> 散歩[さんぽ] しよう</b></td><td><b>散步吧 (本句使用 習慣態 することにしている)</b></td></tr></tbody></table>,毎朝[まいあさ]、散歩[さんぽ]することにしています。,每天早上都會散步。<br><br>🧾 單字速記：<br><ul><li><b> 毎朝[まいあさ]</b>：每天早上</li><li><b> 散歩[さんぽ]する</b>：散步</li><li><b> ことにしている</b>：決定並持續做(習慣)</li></ul>,強調：不是偶然，而是「自己決定要這麼做」。<br><br>📝 語感補充：<br><ul><li><b>自律的展現</b>：不同於自然養成的習慣，「〜ことにしている」強調這是一項「自我規範」。說話者帶有一種「我堅持這樣做」的自豪感或堅定感。</li><li><b>使用場景</b>：自我介紹中的愛好、健康管理的宣言、生活規律的分享。</li></ul>,⚠ 和「〜ようにしている」不同，後者強調「努力去做到」。
動詞辞書形＋ことにしている,指「固定行為、固定規律」。<br><br>🧠 文法解析：<br><ul><li><div><b> 毎晩[まいばん] 寝[ね]る 前[まえ]に</b></div><ul><li><div><b> 毎晩</b>：每天晚上。</div></li><li><div><b> 寝[ね]る</b>：睡覺。</div></li><li><div><b> 前[まえ]に</b>：之前。</div></li></ul></li><li><div><b> 日記[にっき]を 書く ことに しています。</b></div><ul><li><div><b> 日記</b>：日記。</div></li><li><div><b> 書く</b>：寫。</div></li><li><div><b> することに している</b>：習慣。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  書く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 書く</td><td>寫</td></tr><tr><td>否定</td><td> 書かない</td><td>不寫</td></tr><tr><td>過去</td><td> 書いた</td><td>寫了</td></tr><tr><td>過去否定</td><td> 書かなかった</td><td>沒寫過</td></tr><tr><td>て形</td><td> 書いて</td><td>寫（後）</td></tr><tr><td><b>意向形</b></td><td><b> 書こう</b></td><td><b>寫吧 (本句使用 習慣態 書くことにしている)</b></td></tr></tbody></table>,毎晩[まいばん]寝[ね]る前[まえ]に日記[にっき]を書くことにしています。,每晚睡前都會寫日記。<br><br>🧾 單字速記：<br><ul><li><b> 毎晩[まいばん]</b>：每天晚上</li><li><b> 日記[にっき]を書く</b>：寫日記</li></ul>,用於生活習慣、例行事項。<br><br>📝 語感補充：<br><ul><li><b>生活儀式感</b>：將某個行為（如寫日記）定為每日必做的功課。語氣中含有一種生活井然有序、對自己負責的態度。</li><li><b>使用場景</b>：分享個人修養、描述生活作息、學習方法的交流。</li></ul>,⚠ 不能用於一次性的決定（例如：今天才決定→×ことにしている）。
動詞ない形＋ことにしている,表示「自己決定不做某事的習慣」。<br><br>🧠 文法解析：<br><ul><li><div><b> 夜[よる]は</b></div><ul><li><div><b> 夜</b>：晚上。</div></li></ul></li><li><div><b> お茶[ちゃ]を 飲[の]まない ことに しています。</b></div><ul><li><div><b> お茶</b>：茶。</div></li><li><div><b> 飲[の]まない</b>：不喝。</div></li><li><div><b> ことに している</b>：習慣。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  飲[の]む」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 飲[の]む</td><td>喝</td></tr><tr><td>否定</td><td> 飲[の]まない</td><td>不喝</td></tr><tr><td>過去</td><td> 飲[の]んだ</td><td>喝了</td></tr><tr><td>過去否定</td><td> 飲[の]まなかった</td><td>沒喝過</td></tr><tr><td>て形</td><td> 飲[の]んで</td><td>喝（後）</td></tr><tr><td><b>意向形</b></td><td><b> 飲[の]もう</b></td><td><b>喝吧 (本句使用 否定習慣形 飲まないことにしている)</b></td></tr></tbody></table>,夜[よる]はお茶[ちゃ]を飲[の]まないことにしています。,晚上都不會喝茶。<br><br>🧾 單字速記：<br><ul><li><b> 夜[よる]</b>：晚上</li><li><b> 飲[の]まない ことに している</b>：決定不喝(習慣)</li></ul>,可表示健康管理、避免某事的習慣。<br><br>📝 語感補充：<br><ul><li><b>自我克制的決心</b>：強調「不喝」是一項主動的、有目的性的（如為了睡眠）自我禁令。語氣中帶有對健康的重視與意志力。</li><li><b>使用場景</b>：健康心得分享、婉拒他人敬茶時的解釋、自我生活規範。</li></ul>,⚠ 和「飲まなくなった（變得不喝）」不同；ことにしている是「自己決定」不喝。
動詞辞書形＋ことにしている,表示持續性自我規範（健康、運動）。<br><br>🧠 文法解析：<br><ul><li><div><b> 毎日[まいにち] 20 分[にじゅっぷん]は</b></div><ul><li><div><b> 毎日</b>：每天。</div></li><li><div><b> 20 分</b>：時間長度。</div></li><li><div><b>は</b>：至少（提示最低限度）。</div></li></ul></li><li><div><b> 運動[うんどう] することに しています。</b></div><ul><li><div><b> 運動 する</b>：動詞。</div></li><li><div><b> することに している</b>：決定並持續（習慣）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  運動[うんどう] する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 運動[うんどう] する</td><td>運動</td></tr><tr><td>否定</td><td> 運動[うんどう] しない</td><td>不運動</td></tr><tr><td>過去</td><td> 運動[うんどう] した</td><td>運動了</td></tr><tr><td>過去否定</td><td> 運動[うんどう] しなかった</td><td>沒運動過</td></tr><tr><td>て形</td><td> 運動[うんどう] して</td><td>運動（後）</td></tr><tr><td><b>意向形</b></td><td><b> 運動[うんどう] しよう</b></td><td><b>運動吧 (本句使用 習慣態 することにしている)</b></td></tr></tbody></table>,毎日[まいにち]20分[にじゅっぷん]は運動[うんどう]することにしています。,每天至少會運動二十分鐘。<br><br>🧾 單字速記：<br><ul><li><b> 毎日[まいにち]</b>：每天</li><li><b> 運動[うんどう]する</b>：運動</li></ul>,用於自訂規律，常見於生活改善。<br><br>📝 語感補充：<br><ul><li><b>對自己的承諾</b>：強調這 20 分鐘的運動不是被迫的，而是說話者為了自己的健康所定下的「鐵律」。語氣積極且充滿自律感。</li><li><b>使用場景</b>：健身經驗分享、新年目標的達成報告、健康諮詢。</li></ul>,⚠ 不適合已自然養成但非自己主動決定的習慣。
動詞辞書形＋ことにしている,表示「固定的睡眠習慣」。<br><br>🧠 文法解析：<br><ul><li><div><b> 毎晩[まいばん] 10 時[じゅうじ] 前[まえ]に</b></div><ul><li><div><b> 毎晩</b>：每晚。</div></li><li><div><b> 10 時</b>：十點。</div></li><li><div><b> 前[まえ]に</b>：之前。</div></li></ul></li><li><div><b> 寝[ね]る ことに しています。</b></div><ul><li><div><b> 寝[ね]る</b>：動詞，「睡覺」。</div></li><li><div><b> することに している</b>：習慣。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  寝[ね]る」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 寝[ね]る</td><td>睡覺</td></tr><tr><td>否定</td><td> 寝[ね]ない</td><td>不睡覺</td></tr><tr><td>過去</td><td> 寝[ね]た</td><td>睡覺了</td></tr><tr><td>過去否定</td><td> 寝[ね]なかった</td><td>沒睡過</td></tr><tr><td>て形</td><td> 寝[ね]て</td><td>睡覺（後）</td></tr><tr><td><b>意向形</b></td><td><b> 寝[ね]よう</b></td><td><b>睡覺吧 (本句使用 習慣態 することにしている)</b></td></tr></tbody></table>,毎晩[まいばん]10時[じゅうじ]前[まえ]に寝[ね]ることにしています。,每晚十點前會睡覺。<br><br>🧾 單字速記：<br><ul><li><b> 毎晩[まいばん]</b>：每晚</li><li><b> 寝[ね]る</b>：睡覺</li></ul>,睡眠、飲食、學習習慣皆可使用。<br><br>📝 語感補充：<br><ul><li><b>生活品質的堅持</b>：展現出說話者對作息規律的重視。使用「ことにしている」暗示這是一個為了保持體力或效率而刻意維持的良性循環。</li><li><b>使用場景</b>：談論養生之道、描述考生的作息、分享生活規律。</li></ul>,⚠ 不能與明顯一次性的未來行為搭配（例：あした寝ることにしている ×）。
動詞辞書形＋ことにしている,表示飲食方面的「自己規定」。<br><br>🧠 文法解析：<br><ul><li><div><b> 私[わたし]は 毎朝[まいあさ]</b></div><ul><li><div><b> 毎朝</b>：每天早上。</div></li></ul></li><li><div><b> ジュースを 飲[の]む ことに しています。</b></div><ul><li><div><b> ジュース</b>：果汁。</div></li><li><div><b> 飲[の]む</b>：動詞。</div></li><li><div><b> することに している</b>：習慣。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  飲[の]む」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 飲[の]む</td><td>喝</td></tr><tr><td>否定</td><td> 飲[の]まない</td><td>不喝</td></tr><tr><td>過去</td><td> 飲[の]んだ</td><td>喝了</td></tr><tr><td>過去否定</td><td> 飲[の]まなかった</td><td>沒喝過</td></tr><tr><td>て形</td><td> 飲[の]んで</td><td>喝（後）</td></tr><tr><td><b>意向形</b></td><td><b> 飲[の]もう</b></td><td><b>喝吧 (本句使用 習慣態 飲むことにしている)</b></td></tr></tbody></table>,私[わたし]は毎朝[まいあさ]ジュースを飲[の]むことにしています。,我每天早上都會喝果汁。<br><br>🧾 單字速記：<br><ul><li><b> ジュース</b>：果汁</li><li><b> 飲[の]む</b>：喝</li></ul>,表示固定的飲食習慣。<br><br>📝 語感補充：<br><ul><li><b>生活美學的堅持</b>：將一種特定的飲食選擇轉化為長期的生活規律。強調說話者對生活細節的主動掌控。</li><li><b>使用場景</b>：分享養生心得、描述早餐習慣。</li></ul>,⚠ 和「飲んでいる」不同：後者只是事實，沒有「自己決定」的語感。
動詞受身形＋ことになっている,表示「既定規則・制度・慣例」，不是說話者決定，而是外部規定。<br><br>🧠 文法解析：<br><ul><li><div><b> 試験[しけん]は ７月初[しょ]めに</b></div><ul><li><div><b> 試験</b>：考試。</div></li><li><div><b> ７月初[しょ]め</b>：七月初。</div></li></ul></li><li><div><b> 実施[じっし] される ことに なっている。</b></div><ul><li><div><b> 実施 する</b>：實施、舉行。</div></li><li><div><b> 実施 される</b>：受身形（被舉行）。</div></li><li><div><b> ことに なっている</b>：規定、預定。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  実施[じっし] する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 実施[じっし] する</td><td>實施</td></tr><tr><td>否定</td><td> 実施[じっし] しない</td><td>不實施</td></tr><tr><td>過去</td><td> 実施[じっし] した</td><td>實施了</td></tr><tr><td>過去否定</td><td> 実施[じっし] しなかった</td><td>沒實施過</td></tr><tr><td>て形</td><td> 実施[じっし] して</td><td>實施（後）</td></tr><tr><td><b>受身形</b></td><td><b> 実施[じっし] される</b></td><td><b>被實施</b></td></tr></tbody></table>,試験[しけん]は７月初[しょ]めに実施[じっし]されることになっている。,考試固定七月初舉行。<br><br>🧾 單字速記：<br><ul><li><b> 実施[じっし] される</b>：被舉行</li><li><b> ことになっている</b>：既定規則/安排</li></ul>,用於：制度、學校規定、公司規章、固定地區規範。<br><br>📝 語感補充：<br><ul><li><b>社會性的既定事實</b>：強調這不是個人的想法，而是大環境、組織或法律已經排定好的行程。語氣客觀且具約束力。</li><li><b>使用場景</b>：宣布考試日程、說明公司福利、轉述官方通知。</li></ul>,⚠ 與「ことにしている」不同：後者是自己決定；本句型是外部決定。
動詞辞書形＋ことになっている,表示「地區或公共規範」。<br><br>🧠 文法解析：<br><ul><li><div><b> この 地区[ちく]では</b></div><ul><li><div><b> 地区</b>：地區。</div></li></ul></li><li><div><b> 燃[も]えない ごみは</b></div><ul><li><div><b> 燃[も]える</b>：燃燒。</div></li><li><div><b> 燃[も]えない</b>：不燃。</div></li><li><div><b> ごみ</b>：垃圾。</div></li></ul></li><li><div><b> 水曜日[すいようび]に 出[だ]す ことに なっている。</b></div><ul><li><div><b> 水曜日</b>：週三。</div></li><li><div><b> 出[だ]す</b>：動詞，「拿出來、倒（垃圾）」。</div></li><li><div><b> ことに なっている</b>：規定。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  出[だ]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 出[だ]す</td><td>拿出來</td></tr><tr><td>否定</td><td> 出[だ]さない</td><td>不拿出來</td></tr><tr><td>過去</td><td> 出[だ]した</td><td>拿出來了</td></tr><tr><td>過去否定</td><td> 出[だ]さなかった</td><td>沒拿出來過</td></tr><tr><td>て形</td><td> 出[だ]して</td><td>拿出來（後）</td></tr><tr><td><b>意向形</b></td><td><b> 出[だ]そう</b></td><td><b>拿出來吧 (本句使用 規定態 ことになっている)</b></td></tr></tbody></table>,この地区[ちく]では燃[も]えないごみは水曜日[すいようび]に出[だ]すことになっている。,這個地區不可燃垃圾規定星期三倒。<br><br>🧾 單字速記：<br><ul><li><b> 燃[も]えない ごみ</b>：不可燃垃圾</li><li><b> 出[だ]す</b>：倒(垃圾)/拿出</li></ul>,常見於自治體規範、公共場合的決定。<br><br>📝 語感補充：<br><ul><li><b>公共生活的守則</b>：強調這是維持社區運作的公共約定。說話者作為傳達者，將既定的社區規範告知對方。</li><li><b>使用場景</b>：生活規範介紹、對新鄰居的說明。</li></ul>,⚠ 不能用於個人臨時決定。
動詞受身形＋ことになっている,表示「課程、班表、固定安排」。<br><br>🧠 文法解析：<br><ul><li><div><b> 日本語[にほんご]の 授業[じゅぎょう]は</b></div><ul><li><div><b> 授業[じゅぎょう]</b>：課程。</div></li></ul></li><li><div><b> １ 週間[いっしゅうかん]に ３ 時間[さんじかん]</b></div><ul><li><div><b> 週間</b>：週。</div></li><li><div><b> 時間</b>：小時。</div></li></ul></li><li><div><b> 行[おこな]われる ことに なっている。</b></div><ul><li><div><b> 行[おこな]う</b>：動詞，「進行、舉行」。</div></li><li><div><b> 行[おこな]われる</b>：受身形。</div></li><li><div><b> ことに なっている</b>：安排、規定。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  行[おこな]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 行[おこな]う</td><td>進行</td></tr><tr><td>否定</td><td> 行[おこな]わない</td><td>不進行</td></tr><tr><td>過去</td><td> 行[おこな]った</td><td>進行了</td></tr><tr><td>過去否定</td><td> 行[おこな]わなかった</td><td>沒進行過</td></tr><tr><td>て形</td><td> 行[おこな]って</td><td>進行（後）</td></tr><tr><td><b>受身形</b></td><td><b> 行[おこな]われる</b></td><td><b>被舉行</b></td></tr></tbody></table>,日本語[にほんご]の授業[じゅぎょう]は１週間[いっしゅうかん]に３時間[さんじかん]行[おこな]われることになっている。,日文課每週三小時。<br><br>🧾 單字速記：<br><ul><li><b> 授業[じゅぎょう]</b>：課程</li><li><b> 行[おこな]われる</b>：舉行</li></ul>,表示「既定安排」，通常由學校或團體決定。<br><br>📝 語感補充：<br><ul><li><b>行程的穩定性</b>：描述一種長期且穩定的課表或班表。語氣客觀，強調這是一項公認的體制。</li><li><b>使用場景</b>：課程介紹、班表說明、活動計畫。</li></ul>,⚠ 不能用於一次性事件，要用於「長期固定安排」。
動詞辞書形＋ことになっている,表示「地區規定」。<br><br>🧠 文法解析：<br><ul><li><div><b> この 町内[ちょうない]では、</b></div><ul><li><div><b> 町内</b>：町內、社區。</div></li></ul></li><li><div><b> 燃[も]えない ごみは 水曜日[すいようび]の 朝[あさ]</b></div><ul><li><div><b> 朝</b>：早上。</div></li></ul></li><li><div><b> 出[だ]す ことに なっている。</b></div><ul><li><div><b> 出[だ]す</b>：倒（垃圾）。</div></li><li><div><b> ことに なっている</b>：規定。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  出[だ]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 出[だ]す</td><td>拿出來</td></tr><tr><td>否定</td><td> 出[だ]さない</td><td>不拿出來</td></tr><tr><td>過去</td><td> 出[だ]した</td><td>拿出來了</td></tr><tr><td>過去否定</td><td> 出[だ]さなかった</td><td>沒拿出來過</td></tr><tr><td>て形</td><td> 出[だ]して</td><td>拿出來（後）</td></tr><tr><td><b>意向形</b></td><td><b> 出[だ]そう</b></td><td><b>拿出來吧 (本句使用 規定態 ことになっている)</b></td></tr></tbody></table>,この町内[ちょうない]では、燃[も]えないごみは水曜日[すいようび]の朝[あさ]出[だ]すことになっている。,這個城鎮，不可燃垃圾規定星期三早上倒。<br><br>🧾 單字速記：<br><ul><li><b> 町内[ちょうない]</b>：社區</li><li><b> 出[だ]す</b>：倒(垃圾)</li></ul>,同上，用於地方規範。<br><br>📝 語感補充：<br><ul><li><b>規範的細節說明</b>：具體到「週三早上」這類細節，強調規範的嚴謹性。這是一個社區集體共識的轉述。</li><li><b>使用場景</b>：生活規範指南、鄰里告知。</li></ul>,⚠ 「〜ことにしている」會變成「我個人的決定」，語意不同。
